player_id,player_name,ppg,team_abbrev,year
rotnei-clarke-1,Rotnei Clarke,16.9,butler,2013
andrew-smith-2,Andrew Smith,11.3,butler,2013
roosevelt-jones-1,Roosevelt Jones,10.1,butler,2013
khyle-marshall-1,Khyle Marshall,9.6,butler,2013
kellen-dunham-1,Kellen Dunham,9.5,butler,2013
kameron-woods-1,Kameron Woods,4.5,butler,2013
erik-fromm-1,Erik Fromm,3.4,butler,2013
alex-barlow-1,Alex Barlow,2.3,butler,2013
chase-stigall-1,Chase Stigall,1.9,butler,2013
andy-smeathers-1,Andy Smeathers,1.0,butler,2013
devontae-morgan-1,Devontae Morgan,0.8,butler,2013
jackson-aldridge-1,Jackson Aldridge,0.8,butler,2013
emerson-kampen-1,Emerson Kampen,0.1,butler,2013
elliott-kampen-1,Elliott Kampen,0.0,butler,2013
